data	yy	mm	dd	tmax	tmin	tavg	tdavg	rhavg	wd	ws	gust	slp	prec	totcl	lowcl	sun	vis	snow
2013-06-06	2013	6	6	16,3	10,4	13,6	10,4	80,7	NNE	10,1		1020,9	0,4	6,8	6,7	1,8	19	NA
2013-06-05	2013	6	5	16,7	8,8	12,8	10,2	85,1	N	16,1	43,2	1017,6	3,9	6,7	5,7	2,9	16,8	NA
2013-06-04	2013	6	4	16,3	11,2	14,2	12,5	89,6	NNW	20	54	1015,6	0,01	5,8	4,6	0,2	18,7	NA
2013-06-03	2013	6	3	20,2	13,5	16,4	13,4	83,6	NNW	15,2	43,2	1012,2	0,8	7,4	6,1	4,9	12,9	NA
2013-06-02	2013	6	2	21	14,4	17,3	15,2	87,5	N	13,7		1004	0,6	6,1	5	2,6	13,2	NA
2013-06-01	2013	6	1	20,7	14,7	17,4	12,7	75,7	E	13,7	50,4	1001,9	1,2	6,7	5,1	9,7	16,5	NA
2013-05-31	2013	5	31	22	13	16,4	14,2	88,3	NE	16,7	43,2	1000,7	23,7	6,1	3,9	4,7	13,1	NA
2013-05-30	2013	5	30	22	11	15,7	11,8	78,5	ESE	13,2	50,4	1003,1	2,3	4	3,2	10	16,4	NA
2013-05-29	2013	5	29	14,6	10,6	12,5	10,6	88,5	E	11		1000,4	6,9	7	6,3	1,7	13,8	NA
2013-05-28	2013	5	28	18,2	10,6	14	9,4	76	NW	13,2		1004	10,6	6,7	5,1	8,3	13,4	NA
2013-05-27	2013	5	27	14	3,2	9,8	5	73	S	11,9	36	1004,9	0	4,1	3,5	2,4	19,4	NA
2013-05-26	2013	5	26	11,2	8,2	9,4	8	90,9	WSW	20,7	46,8	1004,2	4,6	8	7,6		16,1	NA
2013-05-25	2013	5	25	15	8,5	11,9	5,6	67,7	NW	11,1		1007,8	2,1	7,7	5,8	1,2	16	NA
2013-05-24	2013	5	24	13,7	7,3	10,5	3,1	61,6	NNW	6,8		1008,3	0	6,4	5	7,7	19,2	NA
2013-05-23	2013	5	23	19,3	6,7	12,4	6,8	71,1	WSW	19,2	46,8	1004,6	3,7	6,6	5,5	8,1	18,2	NA
2013-05-22	2013	5	22	20,1	7,5	14,8	6,8	62	WSW	9,6	39,6	1008,1	0	3,3	2,6	12,2	21,5	NA
2013-05-21	2013	5	21	19,9	10,2	15	9,3	70,3	WSW	9,8		1010,3	0,3	5,5	3,2	5	19,9	NA
2013-05-20	2013	5	20	25,3	16,3	20,5	10,9	56	SE	11,7	36	1007,4	0,01	2,7	2,2	13,6	20	NA
2013-05-19	2013	5	19	23,8	9,7	16,7	11,6	74,2	SSW	11,4	46,8	1009,5	0	5,7	4	7,5	18,6	NA
2013-05-18	2013	5	18	27,1	15,6	21,6	12,7	59	ESE	14,4	46,8	1003,9	0	5,6	1,7	9,7	17,8	NA
2013-05-17	2013	5	17	26,2	15	20,9	10,8	54	SE	20,7	50,4	1003,6	0	4,2	0,9	12,7	19,8	NA
2013-05-16	2013	5	16	22,4	13,2	18,1	8,9	56,3	SE	20,6	50,4	1007,4	0	0,8	0,9	14,9	18,2	NA
2013-05-15	2013	5	15	18,2	9,2	14,2	8,2	68,1	S	10,4		1012,2	0	3,3	1,9	9,4	19,2	NA
2013-05-14	2013	5	14	16,3	8,4	12	6,3	69,7	SW	10,2		1013,5	0	4,3	4,2	6,3	19,3	NA
2013-05-13	2013	5	13	15,1	9,9	12,2	10,2	87,8	WSW	8,4		1013,1	0,4	7,8	5		12,7	NA
2013-05-12	2013	5	12	16,1	11	13,3	10,6	84,9	E	5,4		1014	2,3	7,9	4,3		11,3	NA
2013-05-11	2013	5	11	17,6	12,4	14,6	13,7	95,1	WNW	9		1013,5	8,3	7,7	5,8		7,8	NA
2013-05-10	2013	5	10	26,8	15,3	19,5	15	78	SSW	7,7	46,8	1012,6	15,7	6,1	5,1	10	12,8	NA
2013-05-09	2013	5	9	27,5	15,4	21,8	12,2	56,9	SSE	10,7	39,6	1014,2	0	1,6	1,2	12,2	17,8	NA
2013-05-08	2013	5	8	22,5	13,7	17,7	13,7	77,8	E	11,3		1017,3	0,4	5,7	3,7	1,1	11,8	NA
2013-05-07	2013	5	7	22	13,4	17,8	8,9	56,9	E	14,6	36	1021,1	0,01	5,4	3,3	9,9	17,7	NA
2013-05-06	2013	5	6	21	9,1	15,4	6,1	55,5	N	11	28,8	1024,1	0	0,9	1	12,2	21,7	NA
2013-05-05	2013	5	5	19,4	11,1	15,1	6,1	54,8	WSW	3,2		1018,4	0,01	5,5	5	6,7	19,6	NA
2013-05-04	2013	5	4	14,1	8,9	11,3	5,7	68,2	NNE	7,2		1016,1	2,2	7,5	6,9		15,5	NA
2013-05-03	2013	5	3	14,6	8,9	11,8	5,4	66,5	NE	14		1019,8	0,01	8	7,2		13,2	NA
2013-05-02	2013	5	2	14,9	8,3	11,5	5,7	69,3	E	8,1		1024,4	0	6	4,8	0,2	15,4	NA
2013-05-01	2013	5	1	13,8	7,8	10,8	5,4	71,8	WSW	3,6		1024	3,6	7,9	5,3	1,6	11,6	NA
2013-04-30	2013	4	30	14,6	4,6	10,3	6,8	79,2	SW	9,3		1018,4	1,9	6,1	5,2	1,1	11,3	
2013-04-29	2013	4	29	13,6	4,7	8,9	3,9	71,8	W	7,7	28,8	1016,6	0,2	4,7	3,9	5,6	18,2	
2013-04-28	2013	4	28	10,9	6	9	6,8	86,9	N	13,1	25,2	1008,4	2,7	7,8	7,2		16,4	
2013-04-27	2013	4	27	25,6	10	19,1	9,3	57,1	WSW	13,2	50,4	1004,3	0	5,5	4,8	9,6	16,5	
2013-04-26	2013	4	26	16,8	9,9	13,7	8,7	72	WNW	10,8		1020,8	0	5	3,8	6,2	11,7	
2013-04-25	2013	4	25	17,7	9,2	13,2	6	62,8	W	11	36	1023,5	0	4	0,4	10,7	15,5	
2013-04-24	2013	4	24	19,8	8,6	14,3	5,2	57,1	WSW	17,7	57,6	1019,5	0	5,4	3,3	8,9	14,1	
2013-04-23	2013	4	23	21	8,2	14,7	5,6	59	S	9,8	39,6	1015,1	0,3	3,5	1,9	12,8	15,7	
2013-04-22	2013	4	22	15	6	10,5	-0,1	48,4	ESE	19,7	39,6	1020,7	0	3	0,4	13	20	
2013-04-21	2013	4	21	13,7	2,6	8,5	0,4	59,1	NE	14		1028,6	0	3,9	1,1	6,2	20	
2013-04-20	2013	4	20	16,9	6,1	12,2	2,9	55,3	NW	12,3	32,4	1022,8	0	5,9	2	4,4	20	
2013-04-19	2013	4	19	25,7	10,8	18	8,5	55,9	SSW	13,8	46,8	1015,4	0	6,2	3,2	11,5	17,5	
2013-04-18	2013	4	18	20,5	11,3	15,5	9	66,8	SSW	6,9	32,4	1021	0	5,3	2,5	7,5	12,7	
2013-04-17	2013	4	17	18,5	8	13,6	6,1	61,2	S	7,7		1020,8	0,2	6,4	4,5	3	13,5	
2013-04-16	2013	4	16	17,4	6,8	12	3,2	56,7	SE	16,2	36	1024,1	0	3,2	1,7	12,6	15,9	
2013-04-15	2013	4	15	14,8	5,1	9,8	3,6	66,7	ESE	9,9		1028,7	0	2,3	1,4	10,3	14,2	
2013-04-14	2013	4	14	14,8	6,1	9,7	5,6	76,9	W	14,7	54	1019	0,2	5,9	4,5	7,3	16,6	
2013-04-13	2013	4	13	12,2	5,5	8,9	7,1	88,9	SW	13,5	54	1004,8	5,1	5,1	4,1		10,7	
2013-04-12	2013	4	12	12,8	3,4	9,4	6	79	SSE	10,5		1003,7	0,7	6,7	6	2,3	11,9	
2013-04-11	2013	4	11	4,9	1,9	3,5	1,7	87,9	ESE	13,8		1009,6	0,2	7,9	7,6		4,5	
2013-04-10	2013	4	10	7,2	1	3,6	-0,7	74,2	ESE	21,8	43,2	1009,6	0,01	7,8	7		13	
2013-04-09	2013	4	9	7,4	0,1	3,2	-2	70	ENE	14	32,4	1012,3	0,01	4,6	1,4	7,5	14,5	
2013-04-08	2013	4	8	7,2	-3,5	1,8	-4,6	64,8	W	5,9	32,4	1017,7	0	1,7	2,5	10,3	14,8	0
2013-04-07	2013	4	7	4,9	-2,8	1,2	-2,7	77,2	NNW	6,5		1018,5	0,01	5,9	4,5	2,7	15,3	5
2013-04-06	2013	4	6	2,7	0,1	1,2	-0,3	89,7	N	9		1011,5	0,2	7,9	7,6		8,1	8
2013-04-05	2013	4	5	1,3	-0,2	0,5	-0,6	91,9	N	9,5		1012,6	0,01	8	7,4		5,7	10
2013-04-04	2013	4	4	1,6	-0,3	0,3	-3	78,8	NE	20,4	46,8	1017,9	0,01	7,8	7		12	10
2013-04-03	2013	4	3	1,6	-3,2	0,3	-3,7	74,4	ENE	12,6		1018,3	0	7,5	7,3	1,2	14,2	11
2013-04-02	2013	4	2	1,3	-5,1	-1,2	-2,3	92,2	NW	10,5		1011,3	1,2	7	6,9		5,6	12
2013-04-01	2013	4	1	1,5	-2,2	-0,7	-2,6	87,5	N	15,2		1008,2	2,6	8	7,6		4,7	12
2013-03-31	2013	3	31	1,7	-6,1	-1,2	-4,1	82,1	W	6,8		1008,5	0,01	6,2	5,6		8,1	8
2013-03-30	2013	3	30	2	-0,7	0,3	-1	90,7	SW	15,5		1004,7	3,3	8	7,5		4,8	9
2013-03-29	2013	3	29	1,9	-2,5	0,2	-4,3	71,9	ESE	20,3		1013,8	0,01	8	6	1,9	12,5	10
2013-03-28	2013	3	28	1,9	-5,6	-1	-8,4	57,3	E	20,9	46,8	1018	0	7,4	4,2	4,9	19,6	13
2013-03-27	2013	3	27	0,4	-7,5	-3,3	-9,7	61,8	ENE	16,5	39,6	1018,2	0	3,6	0,2	10,7	16,6	11
2013-03-26	2013	3	26	-0,2	-7,8	-3,4	-9,9	61,9	ENE	18,8		1022	0	2,1	0,7	10,5	18	18
2013-03-25	2013	3	25	-0,3	-14,2	-4,2	-9,5	65,1	E	11,4		1027	0,01	3,9	3,8	7,6	17,3	19
2013-03-24	2013	3	24	-4,6	-17,7	-10,3	-17,6	58,7	ENE	11		1029,3	0	0,1	0	10,8	16,2	19
2013-03-23	2013	3	23	-2,3	-13,7	-6,3	-11,2	69,7	NE	16,1		1024,5	0,01	3,4	5,8	2,1	16	19
2013-03-22	2013	3	22	-0,4	-6,4	-2,5	-3,6	92,4	NNE	11,6		1016,9	1,8	7,8	6,2		2,9	19
2013-03-21	2013	3	21	-0,2	-6,3	-2,1	-4,6	83,5	NNW	8,6		1009,6	0,3	7,2	6,9		8,3	17
2013-03-20	2013	3	20	0,9	-2,7	-1,6	-2,8	91,6	W	9,6		998,3	4	7,9	7,1		3,8	17
2013-03-19	2013	3	19	0,8	-4,2	-1,7	-5,4	77	E	28,5	57,6	999,5	8,5	7,9	7,2		6,8	12
2013-03-18	2013	3	18	1,8	-6,6	-2,1	-10,8	51,3	ESE	27,2	50,4	1014,6	0	3,4	2,1	9,9	16,8	6
2013-03-17	2013	3	17	1	-9,4	-3,9	-11,7	56,6	SE	7,5		1021,1	0	1	2,2	6,5	15,3	6
2013-03-16	2013	3	16	0,3	-10,4	-4,7	-8,8	74,1	NNW	12,7	39,6	1015,6	0,01	3,7	4,3	4,9	15,9	7
2013-03-15	2013	3	15	0,4	-15,1	-6,4	-10,2	74,4	N	8,5		1010,5	0	0,9	1,1	6,1	11,4	7
2013-03-14	2013	3	14	-1,9	-15,5	-8,1	-11,4	79,3	NNE	5		1006,9	0,01	3,5	4,6		9,2	8
2013-03-13	2013	3	13	-2,3	-6,7	-4,8	-8,3	76,3	NNE	9		1004,9	0,1	7,5	6,2	0,4	9,7	10
2013-03-12	2013	3	12	-4,2	-7,4	-5,8	-8,1	84,2	NNE	12,2		1006,2	1,3	8	6,7		10,8	10
2013-03-11	2013	3	11	-2,1	-6,1	-3,8	-5,3	89,8	ENE	22,5	39,6	1002,8	9,6	8	7,2		5,8	10
2013-03-10	2013	3	10	-0,1	-2,6	-1,4	-3,9	82,9	E	19,4		1007,5	2,3	8	7,4		7,5	4
2013-03-09	2013	3	9	0,6	-2,4	-1,1	-3,5	84,1	ENE	23,6	46,8	1010,8	3	8	7,8		10,3	4
2013-03-08	2013	3	8	8,1	-2,3	3,8	-2,3	65,3	ENE	28,8	57,6	1008,8	3,5	7,6	5,7	2,3	11,3	3
2013-03-07	2013	3	7	12,1	-1,5	5,5	-1,4	62,5	ENE	7,2		1007,3	0	1,8	0	9,8	10,9	
2013-03-06	2013	3	6	11,4	-2	4,7	-2,9	60,1	SSE	9,9		1014,1	0	0,8	0	10,1	13,5	
2013-03-05	2013	3	5	6,8	-4,3	2	-4,2	64,1	S	6,9		1023,7	0	0,6	0	8,2	14	
2013-03-04	2013	3	4	7	-5,3	1,3	-3,5	72,3	WNW	15,6	50,4	1019,5	0,01	2,3	3,6	6,6	17,5	
2013-03-03	2013	3	3	7,6	-2,4	3	-2,5	68,7	W	20,6	46,8	1017,2	0,01	4,7	3,4	8,7	17,1	
2013-03-02	2013	3	2	6,5	-3,1	1,4	-2,5	77	WNW	17,3	46,8	1019,4	0,01	2,8	3	4,8	17,2	0
2013-03-01	2013	3	1	5,8	1	2,9	0,2	82,9	W	20	43,2	1021,8	0,01	7,4	7,4	1,4	11,3	0
2013-02-28	2013	2	28	3,9	0,8	2,3	0,8	89,5	NW	7,4		1031,2	0	8	7,5		8,8	0
2013-02-27	2013	2	27	1,7	0,7	1,2	0,7	96,6	NNE	8,4		1031,2	0,01	8	8		2,9	2
2013-02-26	2013	2	26	2,4	0,8	1,5	0,2	91,8	ENE	12,5		1027,3	0	8	8		5	3
2013-02-25	2013	2	25	2,2	1	1,5	0,3	91,1	E	18,9		1017,6	2,7	7,8	7,5		5,9	7
2013-02-24	2013	2	24	1,1	-3,1	-0,2	-0,8	94,6	ENE	22,8	54	1014,2	5,4	8	7,5		3,7	15
2013-02-23	2013	2	23	-1,8	-4,9	-3,4	-5,8	82,6	ENE	23,4	50,4	1018,4	0,6	7,6	7	1	8,4	13
2013-02-22	2013	2	22	-3,8	-6,8	-4,8	-6,5	87,8	NE	12,3		1022	0,4	7,9	7,3		6,5	13
2013-02-21	2013	2	21	-1,4	-6,5	-3,5	-5,7	86	NNE	17,1	43,2	1019,5	1	7,7	6,5	1	8,2	14
2013-02-20	2013	2	20	0,7	-2,4	-0,4	-1,5	94,3	NNW	18,6		1010,5	4,8	7,8	7,3		6,5	9
2013-02-19	2013	2	19	-0,3	-2	-1,2	-2,4	91	SW	14,7		1017,3	3,6	8	6,7		5,5	6
2013-02-18	2013	2	18	-0,5	-2,4	-1,4	-3,5	86,4	NE	6,8		1026,1	0,01	8	7,9		9,1	0
2013-02-17	2013	2	17	1,5	-0,9	0,3	-0,3	95,5	ENE	7,9		1025,6	0,01	7,8	7,8		3	0
2013-02-16	2013	2	16	1,3	0,4	0,7	0,1	96,2	E	7,2		1022,1	0,01		7,6		1,7	1
2013-02-15	2013	2	15	0,6	-1,5	0,1	-0,8	93,1	ENE	5,4		1023,1	0,01	8	7,8		2,9	2
2013-02-14	2013	2	14	-0,5	-2,3	-1,3	-2,4	92	NNW	6,8		1025,6	0,7	8	7,7		3,8	4
2013-02-13	2013	2	13	0,9	-4	-1,4	-3,6	84,8	ENE	10,8		1016,2	3,6	7,2	6,1		4,8	5
2013-02-12	2013	2	12	-1,1	-3,9	-2	-3,4	90,4	E	13,6		1013,7	0,7	7,2	6,9		5,7	1
2013-02-11	2013	2	11	0	-2,7	-1,2	-4,6	78,2	ENE	5,2		1016,6	0,01	7,2	7,1	0,3	9,5	
2013-02-10	2013	2	10	-0,2	-2,4	-1,2	-5,5	73,2	WSW	3,6		1017,8	0	7,2	7,1		15,2	
2013-02-09	2013	2	9	0,5	-4,5	-1,5	-3	89,1	SW	4		1012,8	0,01	7	6,6		7,4	
2013-02-08	2013	2	8	1,3	-2,6	-0,5	-1,9	91,3	W	6		1007,5	0,01	6,8	6,3		9	
2013-02-07	2013	2	7	1,7	-2,6	-0,6	-2	90,4	SSW	6,8		1001,2	0,7	4,5	4,3	2,1	9	
2013-02-06	2013	2	6	7	-1,9	2,2	-0,2	84,3	SW	18,3	82,9	997,2	1,4	3,8	2,9	3,7	17,7	
2013-02-05	2013	2	5	4,8	0,4	2,9	1,7	90	WSW	20,5	43,2	1001,8	1,9	6,6	6,2		14,7	
2013-02-04	2013	2	4	2,4	-1,6	0,2	-1,8	86,3	WSW	14,8		1008	1,2	7	6,7	4,7	15,2	2
2013-02-03	2013	2	3	2,7	-1,4	0,8	0	95,5	NW	21,6		999,9	4,8	8	7,8		8,7	0
2013-02-02	2013	2	2	6,4	2,7	4,4	2,4	88,1	SSW	10,8	43,2	995,8	6,6	7,7	6,4	0,8	12,2	
2013-02-01	2013	2	1	8,2	3,7	5,8	1,7	77,2	W	28,8	75,6	1001,7	2,5	6,9	6	2,3	17,4	
2013-01-31	2013	1	31	9,7	4,4	6,7	5,7	91,6	WSW	19,6	61,2	1001,6	4,1	6,9	6,3		12,8	
2013-01-30	2013	1	30	4,5	1,3	3,4	3	95,5	SW	12,6		1006,9	6,1	7,7	7,4		6,3	0
2013-01-29	2013	1	29	3	0	1,6	0,8	94,1	SW	9,7		1013,4	0	7,5	7,2		5,8	9
2013-01-28	2013	1	28	0	-8,1	-3,8	-4,7	91,8	SSE	8,4		1008,2	2,8	7,8	7,2		2,9	11
2013-01-27	2013	1	27	-6,4	-9,6	-7,4	-9,5	84,8	SSE	12,2	32,4	1016,5	0,1	8	7,2		7,9	13
2013-01-26	2013	1	26	-4,9	-14,9	-9,8	-11,2	89	E	4,4		1022,9	0,01	5,7	5,5	2,9	2,5	14
2013-01-25	2013	1	25	-6,5	-16,3	-9,3	-10,8	89,4	NNE	5		1017,4	0,4	6,2	5,6		2,7	14
2013-01-24	2013	1	24	-6,9	-8,4	-7,4	-8,5	91,1	NE	0,8		1011,7	0,1	8	7,5		3,5	14
2013-01-23	2013	1	23	-7,7	-9,2	-8,2	-10	86,8	ENE	9,6		1010	0,3	8	7,9		6,9	16
2013-01-22	2013	1	22	-8,3	-9,9	-9,1	-11,2	85,1	ENE	20		1006,3	7	8	6		4,9	16
2013-01-21	2013	1	21	-5,2	-9,3	-7	-8,8	86,6	ENE	11,1		1004,8	0,01	7,5	6,4		7,4	11
2013-01-20	2013	1	20	-7,3	-9,8	-8,1	-9,6	88,9	NE	8,1		1005,2	3	8	7,9		5,9	11
2013-01-19	2013	1	19	-4,5	-9,2	-6,6	-9,5	80,7	ENE	16,5		1012,6	0,01	7,9	7,8		12,5	7
2013-01-18	2013	1	18	-2	-6,8	-4,3	-6,8	82,3	NE	19,2	50,4	1015,7	0	7,2	6,8	0,8	13,6	7
2013-01-17	2013	1	17	-2,8	-6,3	-4,1	-4,9	94	NNE	12,5		1010,7	0	7,9	7,7		3,3	8
2013-01-16	2013	1	16	-3,1	-6,9	-4,7	-5,8	91,1	ENE	10,2		1011,7	0,9	7,1	6,5	1,6	3,1	8
2013-01-15	2013	1	15	-4,7	-7,9	-6,2	-7,7	89,3	ESE	10,5		1015,6	4,1	7,6	6,8		4,3	9
2013-01-14	2013	1	14	-4,6	-8	-6,1	-8,3	85,4	E	12,9		1022,5	0,1	7,2	7,3		4,8	4
2013-01-13	2013	1	13	-2	-5,3	-3,6	-5,1	89,8	N	12,2		1017,2	1,1	7,7	7,3		7,5	4
2013-01-12	2013	1	12	-0,4	-2,5	-1,5	-3,1	89,6	WNW	21,6	50,4	1010,7	0,9	7,2	6,6	1,3	15,8	2
2013-01-11	2013	1	11	4	-1,5	0,9	-0,4	92,4	WNW	19,5	54	1003,7	1,9	7,2	6,8		14,4	1
2013-01-10	2013	1	10	5,1	0,6	2,7	2,2	96,2	SW	14,1	50,4	1012,7	5,6	7,8	7,2		5,6	
2013-01-09	2013	1	9	0,9	-3,1	-0,7	-1	97,7	SE	6,7		1021,7	5,7		7,3		2,2	2
2013-01-08	2013	1	8	-1,2	-3,5	-2,3	-5,1	81,8	ESE	8		1029,1	0	6	5,4	3	13,8	
2013-01-07	2013	1	7	3,6	-2	1,2	0,5	95,4	NNE	6,9		1022,6	2,8	7,2	6,9		7,4	
2013-01-06	2013	1	6	5,6	0	2,4	0,1	85,9	NNW	13,4	39,6	1025,5	0	6,9	6	4,1	19,2	
2013-01-05	2013	1	5	7,8	5,6	6,4	4,9	90,7	WNW	20,3	50,4	1020	4,2	7,8	6,8		13,6	
2013-01-04	2013	1	4	9,3	3,1	6,5	4,7	87,5	W	29,1	68,4	1019,5	6,5	7	6,5		14,1	
2013-01-03	2013	1	3	5,2	2,6	4,1	2,2	86,9	WSW	18,5	36	1020,4	0,2	6,7	6,3	0	18,6	
2013-01-02	2013	1	2	5,9	3,4	4,7	0,6	74,9	SW	14,6		1007,9	0,2	7,3	4,8	1,5	15,9	
2013-01-01	2013	1	1	6	2	3,2	0	78,9	SSW	13,4		1008,5	0,01	3,3	0,9	0,2	15,7	
2012-12-31	2012	12	31	4,7	1,6	3,1	-0,8	75,6	SW	15,9		1016	0	4	2,5	2,2	16,9	
2012-12-30	2012	12	30	3,9	-1,7	1,8	-3,7	67,3	S	12		1019,2	0	5,2	1,8	0,9	13,2	
2012-12-29	2012	12	29	1,2	-4,2	-1,6	-4,3	82,3	SW	11,3		1027,9	0	1,8	1,6	6,8	14,1	
2012-12-28	2012	12	28	8,3	-1,1	4,4	1,8	84,3	WSW	17,4	75,6	1006,4	2,8	5,6	5,4	0,4	17,8	
2012-12-27	2012	12	27	8,6	3,1	5,5	3,6	88,1	SW	13,5	39,6	1007,2	3	6	5	1,3	17	
2012-12-26	2012	12	26	9,1	5	6,9	3,5	79	SSW	12,8		1002,7	0	6,6	5,6		18	
2012-12-25	2012	12	25	6,4	2,8	4,8	4,1	95,4	SSW	11,1		1006,7	0	7,5	4,8		4,9	
2012-12-24	2012	12	24	3,8	-7,3	-2,3	-2,9	93,2	SE	15,8	43,2	1010,6	5,7		6,8		2,1	0
2012-12-23	2012	12	23	-4,7	-8,3	-6,3	-8,1	87	ESE	18,2		1021,9	0	8	7,4		5,2	
2012-12-22	2012	12	22	-3,8	-9,4	-7,4	-9,4	85,9	E	12,6		1021,8	0	3,7	6,8	5,5	7,8	
2012-12-21	2012	12	21	0,1	-8,6	-3,4	-4,6	92,6	E	17,4		1023,5	0,01	7,7	7,3		5,2	
2012-12-20	2012	12	20	2,2	0,1	1,2	0,9	98,2	E	5,7		1026,4	0,4	8	7,4		2,3	
2012-12-19	2012	12	19	2,8	0,4	1,7	1,4	97,8	E	5,4		1017,4	0,2		7,4		0,9	
2012-12-18	2012	12	18	3,8	0,6	2,3	1,6	95	ESE	4,2		1009,9	0,1	7,7	6,5		1,1	
2012-12-17	2012	12	17	4,5	1	2,7	1,9	94	SSE	4,1		1008,7	2,4	7,5	7	0,3	1,8	0
2012-12-16	2012	12	16	2,3	-0,2	1,7	1,1	95,9	SSE	6,9		1006,6	5,5	7,6	6,9		2,3	3
2012-12-15	2012	12	15	-0,2	-8,6	-3,6	-4,2	87,2	ESE	18,5		1009,5	0	6,9	6,5		6,3	10
2012-12-14	2012	12	14	-6,2	-12,9	-8,7	-9,3	93,9	ESE	8,7		1018,5	0	5,1	4,9		2,7	11
2012-12-13	2012	12	13	-3,1	-13	-7,7	-8,5	95,6	W	5,7		1020,5	0,1	7,3	6,2		4,8	13
2012-12-12	2012	12	12	-1,2	-6,3	-3,4	-3,5	98	W	14,6		1015,9	3,3	8	6,8		5	12
2012-12-11	2012	12	11	-4,3	-6,2	-5,1	-5,8	95	ENE	14,3		1010	1,8	7,7	7,6		4,5	7
2012-12-10	2012	12	10	-5	-6,7	-5,8	-6,3	96,5	SE	16,5		1011,1	1,7	7,9	7,5		3	6
2012-12-09	2012	12	9	-5,2	-8	-6,8	-7,1	96,9	SW	8,1		1020,7	0,01	7,4	6,3		3,1	4
2012-12-08	2012	12	8	-5,7	-8,7	-7,1	-7,3	98,1	SW	1,8		1015,1	0		7,9		0,7	4
2012-12-07	2012	12	7	-1,9	-8,5	-3,7	-4,4	96,8	W	12,3		1010,2	3,3	6,7	5,8		7,5	4
2012-12-06	2012	12	6	0,6	-8,6	-3,1	-4,8	90,1	W	13,5		1002,1	0,3	4,4	5,2	0,9	14,3	1
2012-12-05	2012	12	5	1,9	-2	0,8	0,4	96,4	SSW	14,1	36	995,4	2,7	7,1	6,5		7,8	1
2012-12-04	2012	12	4	0,7	-3	-1,3	-2	94,7	SW	10,1		1008,7	0,6	6,8	6,4		8,9	1
2012-12-03	2012	12	3	2,2	-5,5	-1,7	-2,6	93,7	SSE	3,3		1011,3	0	5,6	3,5	2,7	4,7	
2012-12-02	2012	12	2	2,2	-1,4	0,6	-1,2	87,9	SSW	11		1013,5	0,01	6,7	6,1	1,8	12,6	
2012-12-01	2012	12	1	3,7	-0,9	1,9	0,5	91,6	W	14,6		1007,2	0	6,4	5,8	0,3	15,3	
2012-11-30	2012	11	30	4,9	1,4	3,8	3,2	96,3	N	20,7	43,2	992	19,9	8	7,4		8,5	0
2012-11-29	2012	11	29	7,5	4,8	6	5,8	98,7	NNE	15,7		1000,7	8,1	8	7,1		5,9	0
2012-11-28	2012	11	28	8,9	5,6	7,4	7,1	98	SSW	2,7		1007	0,5	8	7		2,6	0
2012-11-27	2012	11	27	7,9	3,1	5,5	4,3	92	SSE	7,8		1010,1	0,2	5,4	3,9	5,9	8,2	0
2012-11-26	2012	11	26	9,5	3,8	6,7	5,4	91,3	S	12,8		1014,3	0	4,3	3,8		10,4	0
2012-11-25	2012	11	25	6,4	5,1	6,1	5,6	96,2	ESE	8		1021	0,7	8	7,6		2,5	0
2012-11-24	2012	11	24	6,7	-0,3	4,6	4,3	96,7	SE	9		1022,3	1,1	6,5	4,9	2,8	1,3	0
2012-11-23	2012	11	23	7,9	-1,1	3,5	3	97,7	SW	5,3		1024,8	0	4,5	5,9		2,8	0
2012-11-22	2012	11	22	5,3	4	4,7	4,5	98,7	SE	15,6		1021,8	0,01		8		1,3	0
2012-11-21	2012	11	21	8,9	3,7	6,3	4,5	89,4	ESE	11,9		1023,4	0	3,8	4,9	4,4	5,5	0
2012-11-20	2012	11	20	7,2	5	6,4	5,6	94	ESE	6,9		1022,8	0	7,8	7,4		5,4	0
2012-11-19	2012	11	19	5,1	-2	3,3	3,1	96,8	SW	4,4		1016	0,1	7,8	7		2,6	0
2012-11-18	2012	11	18	7	-2	2,3	1,8	97,2	ESE	8,3		1014,9	0	3,7	3,4	2,6	2	0
2012-11-17	2012	11	17	3	-1,3	1,5	1,4	98,3	ESE	8,1		1021,6	0		7,6		1,2	0
2012-11-16	2012	11	16	1,6	-0,9	0,5	0,2	98,2	SSW	3,3		1025,6	0,1		7,9		1,6	0
2012-11-15	2012	11	15	4,1	0,7	1,8	1,3	96,3	SE	8,1		1031,9	0	6,7	6	2,1	1,7	0
2012-11-14	2012	11	14	9	-0,5	3,6	2,5	94	SSW	4,5		1035	0,2	5,1	1,9	5,4	4,3	0
2012-11-13	2012	11	13	9	4	6,2	4,8	91	WSW	8,1		1027	0	5,8	5,8	3,5	6,9	0
2012-11-12	2012	11	12	10,9	4	8,5	7,5	92,8	WSW	7,5		1014,3	6,7	6,7	5,3	0,7	5,5	0
2012-11-11	2012	11	11	10,3	4,6	7,2	4,6	84,1	SE	12,6	36	1008,9	0	5,1	3,2	1,1	10,8	0
2012-11-10	2012	11	10	9,8	5,2	8	6,7	92,2	SSW	11,6	32,4	1016,9	0,01	5,8	5,5		8,8	0
2012-11-09	2012	11	9	9,2	7,3	8,2	6,1	87,3	WSW	18,6	43,2	1014,2	0,7	8	6,5		11,3	0
2012-11-08	2012	11	8	9,5	5,7	8,1	6,7	90,7	W	21,9	50,4	1015,2	3,6	7,6	7,4		15,1	0
