"V1"	"V2"	"V3"	"V4"
249189994	"BRENNA"	19530611	18.3
249189994	"BRENNA"	19530612	31.1
249189994	"BRENNA"	19530616	1.5
249189994	"BRENNA"	19530618	0.5
249189994	"BRENNA"	19530624	5.3
249189994	"BRENNA"	19530625	8.2
249189994	"BRENNA"	19530626	8.6
249189994	"BRENNA"	19530627	16.4
249189994	"BRENNA"	19530629	2.4
249189994	"BRENNA"	19530703	12.3
249189994	"BRENNA"	19530708	6.1
249189994	"BRENNA"	19530710	14.6
249189994	"BRENNA"	19530711	1.6
249189994	"BRENNA"	19530713	5.4
249189994	"BRENNA"	19530714	6.2
249189994	"BRENNA"	19530715	3.4
249189994	"BRENNA"	19530718	5.5
249189994	"BRENNA"	19530719	40.9
249189994	"BRENNA"	19530720	0.3
249189994	"BRENNA"	19530723	1.6
249189994	"BRENNA"	19530725	0
249189994	"BRENNA"	19530726	0
249189994	"BRENNA"	19530727	42.3
249189994	"BRENNA"	19530728	3.3
249189994	"BRENNA"	19530730	11.2
249189994	"BRENNA"	19530801	7.5
249189994	"BRENNA"	19530803	11.6
249189994	"BRENNA"	19530805	17.4
249189994	"BRENNA"	19530806	9.9
249189994	"BRENNA"	19530807	42.6
249189994	"BRENNA"	19530821	4.4
249189994	"BRENNA"	19530822	20.3
249189994	"BRENNA"	19530823	4
249189994	"BRENNA"	19530826	2
249189994	"BRENNA"	19530903	1.8
249189994	"BRENNA"	19530909	5.9
249189994	"BRENNA"	19530912	7.5
249189994	"BRENNA"	19530913	24.8
249189994	"BRENNA"	19530914	5.9
249189994	"BRENNA"	19530920	3.3
249189994	"BRENNA"	19530928	9
249189994	"BRENNA"	19531004	16.1
249189994	"BRENNA"	19531005	1.4
249189994	"BRENNA"	19531006	7.9
249189994	"BRENNA"	19531007	3.4
249189994	"BRENNA"	19531008	2.7
249189994	"BRENNA"	19531023	0.3
249189994	"BRENNA"	19531031	16.5
249189994	"BRENNA"	19531114	6.4
249189994	"BRENNA"	19531120	16.2
249189994	"BRENNA"	19531122	9.8
249189994	"BRENNA"	19531129	4.9
249189994	"BRENNA"	19531218	0.2
249189994	"BRENNA"	19531222	2.3
249189994	"BRENNA"	19531224	8.7
249189994	"BRENNA"	19531229	13.5
249189994	"BRENNA"	19531231	5.7
249189994	"BRENNA"	19540107	0.8
249189994	"BRENNA"	19540109	5.8
249189994	"BRENNA"	19540110	12.2
249189994	"BRENNA"	19540114	3.1
249189994	"BRENNA"	19540115	3
249189994	"BRENNA"	19540116	2.4
249189994	"BRENNA"	19540118	7.8
249189994	"BRENNA"	19540120	2.3
249189994	"BRENNA"	19540122	1.2
249189994	"BRENNA"	19540123	6.5
249189994	"BRENNA"	19540216	2.3
249189994	"BRENNA"	19540226	1.1
249189994	"BRENNA"	19540227	1.2
249189994	"BRENNA"	19540301	1.1
249189994	"BRENNA"	19540305	1.2
249189994	"BRENNA"	19540324	2.9
249189994	"BRENNA"	19540325	7.1
249189994	"BRENNA"	19540326	7.4
249189994	"BRENNA"	19540327	9
249189994	"BRENNA"	19540328	5.9
249189994	"BRENNA"	19540401	3.9
249189994	"BRENNA"	19540402	2.5
249189994	"BRENNA"	19540403	4.1
249189994	"BRENNA"	19540404	2.2
249189994	"BRENNA"	19540405	0.1
249189994	"BRENNA"	19540406	0.1
249189994	"BRENNA"	19540407	0.4
249189994	"BRENNA"	19540411	1.3
249189994	"BRENNA"	19540412	1.6
249189994	"BRENNA"	19540413	4.1
249189994	"BRENNA"	19540414	18.4
249189994	"BRENNA"	19540415	20.1
249189994	"BRENNA"	19540416	3.1
249189994	"BRENNA"	19540417	1.6
249189994	"BRENNA"	19540418	38.3
249189994	"BRENNA"	19540419	21.3
249189994	"BRENNA"	19540420	1
249189994	"BRENNA"	19540421	0.7
249189994	"BRENNA"	19540422	0.4
249189994	"BRENNA"	19540504	6.5
249189994	"BRENNA"	19540505	2.2
249189994	"BRENNA"	19540507	7.8
249189994	"BRENNA"	19540508	0.3
249189994	"BRENNA"	19540510	2.7
249189994	"BRENNA"	19540511	2.4
249189994	"BRENNA"	19540517	8.4
249189994	"BRENNA"	19540518	27.6
249189994	"BRENNA"	19540519	15.4
249189994	"BRENNA"	19540524	7.5
249189994	"BRENNA"	19540531	3
249189994	"BRENNA"	19540601	7
249189994	"BRENNA"	19540602	2.1
249189994	"BRENNA"	19540603	4.2
249189994	"BRENNA"	19540607	24.4
249189994	"BRENNA"	19540609	5.2
249189994	"BRENNA"	19540610	12.3
249189994	"BRENNA"	19540611	3.5
249189994	"BRENNA"	19540614	5.5
249189994	"BRENNA"	19540615	2.7
249189994	"BRENNA"	19540617	19.1
249189994	"BRENNA"	19540619	4.5
249189994	"BRENNA"	19540620	5.6
249189994	"BRENNA"	19540622	3.4
249189994	"BRENNA"	19540627	23.3
249189994	"BRENNA"	19540629	14.7
249189994	"BRENNA"	19540701	14.9
249189994	"BRENNA"	19540702	42.7
249189994	"BRENNA"	19540703	6.1
249189994	"BRENNA"	19540705	3.3
249189994	"BRENNA"	19540706	5.1
249189994	"BRENNA"	19540707	6.9
249189994	"BRENNA"	19540709	2.2
249189994	"BRENNA"	19540713	15
249189994	"BRENNA"	19540714	4.3
249189994	"BRENNA"	19540715	0.3
249189994	"BRENNA"	19540716	0.2
249189994	"BRENNA"	19540718	6.6
249189994	"BRENNA"	19540719	7.6
249189994	"BRENNA"	19540720	6.8
249189994	"BRENNA"	19540722	2.7
249189994	"BRENNA"	19540728	7.8
249189994	"BRENNA"	19540729	0.1
249189994	"BRENNA"	19540807	6.1
249189994	"BRENNA"	19540810	15
249189994	"BRENNA"	19540812	2.5
249189994	"BRENNA"	19540815	6.4
249189994	"BRENNA"	19540816	7
249189994	"BRENNA"	19540817	0.2
249189994	"BRENNA"	19540822	4.3
249189994	"BRENNA"	19540905	4.8
249189994	"BRENNA"	19540912	4.3
249189994	"BRENNA"	19540915	1
249189994	"BRENNA"	19540916	1.1
249189994	"BRENNA"	19540917	0.9
249189994	"BRENNA"	19540918	1.2
249189994	"BRENNA"	19540919	1.5
249189994	"BRENNA"	19540921	1.7
249189994	"BRENNA"	19540926	0.4
249189994	"BRENNA"	19540927	15.5
249189994	"BRENNA"	19540928	0.6
249189994	"BRENNA"	19540929	11.5
249189994	"BRENNA"	19540930	13
249189994	"BRENNA"	19541001	5.2
249189994	"BRENNA"	19541002	1.1
249189994	"BRENNA"	19541004	1.1
249189994	"BRENNA"	19541005	14
249189994	"BRENNA"	19541006	2.1
249189994	"BRENNA"	19541007	1.2
249189994	"BRENNA"	19541019	4.8
249189994	"BRENNA"	19541022	2
249189994	"BRENNA"	19541025	20.8
249189994	"BRENNA"	19541028	1.4
249189994	"BRENNA"	19541101	0.4
249189994	"BRENNA"	19541103	6.4
249189994	"BRENNA"	19541104	3.3
249189994	"BRENNA"	19541109	1.5
249189994	"BRENNA"	19541110	11.1
249189994	"BRENNA"	19541111	2.8
249189994	"BRENNA"	19541113	1.7
249189994	"BRENNA"	19541115	3.1
249189994	"BRENNA"	19541116	16.1
249189994	"BRENNA"	19541117	2.4
249189994	"BRENNA"	19541118	1.8
249189994	"BRENNA"	19541119	1.9
249189994	"BRENNA"	19541120	0.3
249189994	"BRENNA"	19541121	1.1
249189994	"BRENNA"	19541130	0.2
249189994	"BRENNA"	19541203	3.1
249189994	"BRENNA"	19541205	1.8
249189994	"BRENNA"	19541206	11.6
249189994	"BRENNA"	19541207	0.4
249189994	"BRENNA"	19541212	0.5
249189994	"BRENNA"	19541213	12.8
249189994	"BRENNA"	19541214	3.6
249189994	"BRENNA"	19541215	11.1
249189994	"BRENNA"	19541216	0.4
249189994	"BRENNA"	19541218	0.7
249189994	"BRENNA"	19541220	0.1
249189994	"BRENNA"	19541221	1.1
249189994	"BRENNA"	19541222	2.3
249189994	"BRENNA"	19541223	4.8
249189994	"BRENNA"	19541224	7.3
249189994	"BRENNA"	19541225	3.1
249189994	"BRENNA"	19541226	8.3
249189994	"BRENNA"	19541227	33.4
249189994	"BRENNA"	19541228	31.4
249189994	"BRENNA"	19541229	10.9
249189994	"BRENNA"	19541230	5.5
249189994	"BRENNA"	19541231	3.6
249189994	"BRENNA"	19550101	1.7
249189994	"BRENNA"	19550102	1.1
249189994	"BRENNA"	19550108	0.6
249189994	"BRENNA"	19550109	10.7
249189994	"BRENNA"	19550111	10.7
249189994	"BRENNA"	19550112	5.1
249189994	"BRENNA"	19550113	0.1
249189994	"BRENNA"	19550114	13.7
249189994	"BRENNA"	19550115	0.5
249189994	"BRENNA"	19550116	3.6
249189994	"BRENNA"	19550117	0.6
249189994	"BRENNA"	19550118	0.2
249189994	"BRENNA"	19550203	1.1
249189994	"BRENNA"	19550206	0.5
249189994	"BRENNA"	19550207	2.3
249189994	"BRENNA"	19550208	6
249189994	"BRENNA"	19550209	10.4
249189994	"BRENNA"	19550210	6.2
249189994	"BRENNA"	19550211	3
249189994	"BRENNA"	19550213	2.7
249189994	"BRENNA"	19550214	1.7
249189994	"BRENNA"	19550215	4.8
249189994	"BRENNA"	19550217	2.7
249189994	"BRENNA"	19550218	8.9
249189994	"BRENNA"	19550219	0.8
249189994	"BRENNA"	19550221	0.8
249189994	"BRENNA"	19550222	0.2
249189994	"BRENNA"	19550224	7.6
249189994	"BRENNA"	19550307	8.9
249189994	"BRENNA"	19550308	7.4
249189994	"BRENNA"	19550309	2
249189994	"BRENNA"	19550310	2.4
249189994	"BRENNA"	19550314	2.3
249189994	"BRENNA"	19550316	14.3
249189994	"BRENNA"	19550317	6.5
249189994	"BRENNA"	19550318	5.7
249189994	"BRENNA"	19550319	2.1
249189994	"BRENNA"	19550324	4.2
249189994	"BRENNA"	19550330	0.5
249189994	"BRENNA"	19550401	1.2
249189994	"BRENNA"	19550407	8.4
249189994	"BRENNA"	19550408	10.7
249189994	"BRENNA"	19550409	1.3
249189994	"BRENNA"	19550410	1.9
249189994	"BRENNA"	19550411	14.7
249189994	"BRENNA"	19550412	16.1
249189994	"BRENNA"	19550413	11.3
249189994	"BRENNA"	19550414	8.9
249189994	"BRENNA"	19550415	1.6
249189994	"BRENNA"	19550416	79.9
249189994	"BRENNA"	19550417	2.3
249189994	"BRENNA"	19550418	14.6
